10000;8573788;10000;35275665;
10000;1320239;10000;9490818;
10000;1358381;10000;3617401;
10000;1314919;10000;4638383;
10000;1273099;10000;3348296;
10000;5300960;10000;5382811;
10000;1296114;10000;3585171;
10000;1327193;10000;3234736;
10000;1268055;10000;3639043;
10000;1282743;10000;3115023;
10000;1254309;10000;3395000;
10000;1258677;10000;3088609;
10000;1272268;10000;3401407;
10000;1284777;10000;2963777;
10000;1254369;10000;3522732;
10000;1264558;10000;3161281;
10000;1318020;10000;3385317;
10000;1296184;10000;3107840;
10000;1288494;10000;3079962;
10000;1310631;10000;3051904;
10000;1343784;10000;3248347;
10000;1344050;10000;3102274;
10000;1313391;10000;3584073;
10000;1347767;10000;3289544;
10000;1329517;10000;3641182;
10000;1336885;10000;3163000;
10000;1336951;10000;3674360;
10000;1471121;10000;3331163;
10000;1367338;10000;3627571;
10000;1421832;10000;3129080;
10000;1404820;10000;3702278;
10000;1434446;10000;3210410;
10000;1407108;10000;3634534;
10000;1446554;10000;3153031;
10000;1443167;10000;3538226;
10000;1551277;10000;3349814;
10000;12831896;10000;4146630;
10000;1494771;10000;3412122;
10000;1516872;10000;3659015;
10000;1479441;10000;3117608;
10000;1523239;10000;3538822;
10000;1562905;10000;3363129;
10000;1514237;10000;3630752;
10000;1565920;10000;3539303;
10000;4661848;10000;3107950;
10000;1527863;10000;4029518;
10000;1543312;10000;3301722;
10000;1570899;10000;4921070;
10000;1535938;10000;3296688;
10000;1536219;10000;3782815;
10000;1621125;10000;3334610;
10000;1566747;10000;3700098;
10000;1653677;10000;3650950;
10000;1598582;10000;3577556;
10000;1607670;10000;3534900;
10000;1758080;10000;3586243;
10000;1763781;10000;3833972;
10000;12752084;10000;3344559;
10000;1688347;10000;3945438;
10000;1663400;10000;3435271;
10000;1694088;10000;4849238;
10000;1712167;10000;3713569;
10000;1790546;10000;4146335;
10000;1735933;10000;3809441;
10000;1763014;10000;3626123;
10000;1757884;10000;3666840;
10000;1764312;10000;3846892;
10000;1802299;10000;3754547;
10000;1817713;10000;3375774;
10000;1787245;10000;4010302;
10000;1797003;10000;3641046;
10000;6338088;10000;4213297;
10000;1812954;10000;3716359;
10000;1825473;10000;4619457;
10000;1866240;10000;4025340;
10000;12842155;10000;3774264;
10000;1937680;10000;4076432;
10000;1957768;10000;3793411;
10000;1937665;10000;4106024;
10000;1950625;10000;3953509;
10000;1928317;10000;4038956;
10000;1973343;10000;4093214;
10000;1972176;10000;3638016;
10000;1994338;10000;6957006;
10000;1945345;10000;3804432;
10000;5306846;10000;4063748;
10000;1981459;10000;4027384;
10000;5142099;10000;3864520;
10000;2045009;10000;4182438;
10000;2012582;10000;4149461;
10000;2006230;10000;4344872;
10000;1996336;10000;4044151;
10000;2076208;10000;4075942;
10000;2089153;10000;4168953;
10000;2070923;10000;5701169;
10000;2064100;10000;4410160;
10000;3610268;10000;4138390;
