10000;22804217;10000;51738042;
10000;7868175;10000;14705856;
10000;10425716;10000;23130346;
10000;1404775;10000;15716573;
10000;1334492;10000;27885466;
10000;1323159;10000;4522469;
10000;1356564;10000;5908788;
10000;1482322;10000;2871316;
10000;1294837;10000;3798515;
10000;1290238;10000;3418404;
10000;1263176;10000;11159749;
10000;1473906;10000;9577397;
10000;1330865;10000;5476519;
10000;1409183;10000;3685441;
10000;1280179;10000;3148603;
10000;1335533;10000;2957240;
10000;1297180;10000;3739363;
10000;1306639;10000;3456507;
10000;1321246;10000;3225799;
10000;1338679;10000;3248192;
10000;1325595;10000;5246412;
10000;1325204;10000;3365694;
10000;1326887;10000;5869805;
10000;1316588;10000;3052430;
10000;1394906;10000;3685571;
10000;1308723;10000;3326690;
10000;1348568;10000;12944694;
10000;1470559;10000;8455199;
10000;1408272;10000;11765648;
10000;1383435;10000;10300689;
10000;1472603;10000;3157840;
10000;1389636;10000;3131160;
10000;1388534;10000;13202825;
10000;1419122;10000;6337451;
10000;1580048;10000;4969657;
10000;1561762;10000;6729024;
10000;53119492;10000;2982067;
10000;1415645;10000;5578812;
10000;1458967;10000;3250295;
10000;5130091;10000;4722298;
10000;5432895;10000;3295000;
10000;5555779;10000;8459877;
10000;1573285;10000;7908241;
10000;1557725;10000;7843168;
10000;4187093;10000;3218425;
10000;1600516;10000;10200209;
10000;7524323;10000;3877044;
10000;1625563;10000;3853870;
10000;4835102;10000;3281314;
10000;5532134;10000;11135342;
10000;1565800;10000;10155213;
10000;1847294;10000;3986812;
10000;1672393;10000;3391273;
10000;8159187;10000;3043894;
10000;1605957;10000;3751186;
10000;1603551;10000;3534174;
10000;1807679;10000;7843368;
10000;1611437;10000;5347804;
10000;4695416;10000;4081903;
10000;1786789;10000;6941938;
10000;1701618;10000;7503182;
10000;1685457;10000;12629487;
10000;1781920;10000;7820625;
10000;5777169;10000;8438517;
10000;1701007;10000;11289615;
10000;6815959;10000;7685659;
10000;7828700;10000;8221485;
10000;1799303;10000;11334761;
10000;1879746;10000;7350223;
10000;1794915;10000;7959799;
10000;1795526;10000;5212257;
10000;8181720;10000;3133514;
10000;3360956;10000;4176974;
10000;3306221;10000;5699492;
10000;1892820;10000;5343025;
10000;3386253;10000;12426512;
10000;1877251;10000;4451634;
10000;1971900;10000;3953700;
10000;1999232;10000;3585070;
10000;1994614;10000;4066123;
10000;1900355;10000;3427581;
10000;1882451;10000;3984157;
10000;1929329;10000;4027931;
10000;1910754;10000;4014475;
10000;5865567;10000;10075131;
10000;10066836;10000;5668724;
10000;1990266;10000;4178777;
10000;1959287;10000;4008153;
10000;1886859;10000;3742910;
10000;2130802;10000;3852077;
10000;2025081;10000;4270410;
10000;1979896;10000;3953990;
10000;1955610;10000;3511641;
10000;2036833;10000;3753851;
10000;1969687;10000;3833882;
10000;2154557;10000;4549841;
10000;2104933;10000;4232138;
