100;2574;2574;29749;600;2737;19260;647;389;13088;
200;10148;10148;52458;1400;10571;64810;1562;915;33645;
300;22730;22730;54304;2282;23446;57496;2584;1492;27888;
400;40291;40291;91374;3199;41337;89457;3667;2099;36960;
500;62846;62846;144658;4180;64255;130957;4800;2738;49232;
600;90425;90425;199064;5163;92155;174793;5982;3391;59433;
700;123040;123040;271786;6164;125138;228687;7199;4070;71860;
800;160593;160593;350112;7197;163082;289273;8437;4751;81909;
900;203113;203113;441612;8273;206001;355086;9702;5461;94661;
1000;250760;250760;543087;9359;254075;427411;10989;6159;106684;
1100;303351;303351;659212;10441;307028;507853;12283;6868;118809;
1200;360897;360897;782337;11525;364955;595469;13604;7604;133290;
1300;423443;423443;967033;12618;427922;727663;14949;8335;150775;
1400;490966;490966;1051611;13727;495859;782019;16311;9087;155699;
1500;563837;563837;1210449;14841;569182;884464;17689;9850;169336;
1600;640962;640962;1369949;15994;646736;994051;19087;10616;182542;
1700;723774;723774;1552733;17168;729961;1118900;20485;11394;197228;
1800;811526;811526;1734110;18345;818200;1235398;21884;12144;208615;
1900;904014;904014;2333948;19531;911131;1597756;23290;12916;254790;
2000;1001630;1001630;2243787;20719;1009258;1564773;24704;13686;245606;
2100;1104019;1104019;2646867;21903;1112086;1851485;26166;14476;288722;
2200;1211596;1211596;2679337;23082;1220046;1855762;27593;15269;269924;
2300;1324118;1324118;2835429;24264;1333025;1950316;29077;16074;274879;
2400;1441999;1441999;3096949;25450;1451310;2118076;30539;16873;289293;
2500;1564188;1564188;3364254;26637;1573975;2281703;32037;17681;302898;
2600;1691979;1691979;3638014;27833;1702233;2463389;33513;18468;316265;
2700;1824563;1824563;4016127;29044;1835254;2691701;35008;19313;337224;
2800;1962081;1962081;4370951;30254;1973264;2907384;36503;20115;354084;
2900;2104842;2104842;4571302;31468;2116495;3039805;38004;20937;361346;
3000;2252241;2252241;4926651;32683;2264427;3261430;39519;21716;379362;
3100;2404576;2404576;5261227;33914;2417289;3467500;41039;22624;391779;
3200;2562500;2562500;5565307;35186;2575643;3651066;42575;23420;403380;
3300;2724848;2724848;5912099;36459;2738445;3859991;44110;24237;414805;
3400;2892567;2892567;6296722;37735;2906636;4105950;45653;25103;430662;
3500;3065608;3065608;6681596;39011;3080188;4336391;47182;25907;445604;
3600;3242706;3242706;7081076;40290;3257849;4580863;48753;26775;460753;
3700;3425487;3425487;7518505;41575;3441092;4844209;50342;27635;479263;
3800;3612788;3612788;8155222;42860;3628915;5227604;51855;28476;505559;
3900;3805415;3805415;8401469;44149;3822090;5377358;53383;29291;510228;
4000;4002972;4002972;8781283;45437;4020222;5602180;54988;30149;516791;
4100;4205543;4205543;9243872;46726;4223431;5872493;56601;31029;534559;
4200;4413358;4413358;9828453;48004;4431585;6234770;58136;31872;556521;
4300;4625899;4625899;10189801;49284;4644545;6457758;59715;32695;565438;
4400;4843593;4843593;10680353;50564;4862687;6737913;61298;33593;579417;
4500;5065825;5065825;11174747;51845;5085387;7025655;62952;34509;594990;
4600;5292576;5292576;11697875;53126;5312683;7345245;64552;35342;608238;
4700;5526112;5526112;12198696;54413;5546635;7646814;66150;36224;625696;
4800;5764055;5764055;12797281;55698;5785070;7992803;67753;37073;641866;
4900;6007151;6007151;13279097;56986;6028677;8279583;69394;37962;655171;
5000;6253158;6253158;13813478;58274;6275225;8608225;70931;38831;670528;
5100;6506975;6506975;14399601;59562;6529629;8943939;72543;39645;684592;
5200;6764123;6764123;14989822;60868;6787221;9287265;74175;40547;700747;
5300;7026270;7026270;15631458;62177;7049827;9670925;75737;41362;719658;
5400;7293986;7293986;16174628;63487;7318058;9986208;77464;42285;728287;
5500;7567244;7567244;16850681;64798;7591836;10396637;79101;43275;746062;
5600;7844044;7844044;17495807;66109;7869203;10779953;80680;44075;767796;
5700;8127265;8127265;18095505;67420;8152937;11116973;82348;44980;774421;
5800;8414640;8414640;18723576;68735;8440835;11482685;84024;45861;789956;
5900;8706437;8706437;19388973;70050;8733228;11873482;85682;46762;805084;
6000;9004748;9004748;20106664;71365;9032110;12295830;87386;47719;823419;
6100;9308020;9308020;20850690;72680;9336015;12721359;88953;48497;845901;
6200;9615598;9615598;21448106;74027;9644113;13095916;90623;49442;854071;
6300;9926216;9926216;22292605;75399;9955165;13580556;92324;50428;872999;
6400;10245479;10245479;22913181;76773;10274955;13942648;94078;51308;885171;
6500;10567991;10567991;23628477;78145;10597922;14352526;95673;52191;899161;
6600;10893523;10893523;24424769;79519;10924003;14816123;97279;53007;917763;
6700;11226909;11226909;25096305;80894;11257923;15199630;98991;53914;932179;
6800;11563986;11563986;25849053;82270;11595511;15634483;100656;54870;948543;
6900;11906885;11906885;26715464;83646;11938983;16147008;102459;55852;961717;
7000;12255306;12255306;27514426;85022;12287951;16622213;104062;56699;979336;
7100;12607790;12607790;28289973;86399;12641059;17068498;105765;57650;995269;
7200;12964480;12964480;29076489;87779;12998350;17533216;107419;58474;1011496;
7300;13328485;13328485;29905074;89164;13362846;17984414;109062;59352;1026936;
7400;13697370;13697370;30838154;90549;13732267;18554483;110824;60317;1047801;
7500;14065505;14065505;31576873;91935;14100945;18971127;112574;61249;1058602;
7600;14443650;14443650;32441107;93321;14479689;19473435;114148;62156;1075360;
7700;14827324;14827324;33381582;94710;14864001;20022330;115864;63078;1097247;
7800;15213197;15213197;34189983;96096;15250429;20493419;117631;64018;1108580;
7900;15608404;15608404;35084547;97484;15646245;21016356;119290;64925;1123253;
8000;16003528;16003528;36072204;98873;16042009;21567875;120986;65817;1139444;
8100;16408111;16408111;36856654;100261;16447250;22031855;122807;66869;1152761;
8200;16815563;16815563;38292024;101651;16855422;22791901;124498;67710;1180419;
8300;17230398;17230398;38864287;103030;17270605;23173225;126228;68695;1189922;
8400;17646074;17646074;41090000;104407;17686710;24449202;127871;69504;1242701;
8500;18067841;18067841;41728177;105787;18108928;24828546;129597;70548;1262590;
8600;18498013;18498013;43636015;107166;18539585;25835991;131416;71472;1291387;
8700;18928821;18928821;43482319;108547;18970961;25872968;133041;72345;1289665;
8800;19368862;19368862;44438595;109927;19411428;26438790;134810;73291;1298885;
8900;19808826;19808826;45525707;111309;19851895;27034449;136521;74234;1329955;
9000;20259112;20259112;45693391;112690;20302714;27132683;138195;75096;1305334;
9100;20709300;20709300;46843330;114071;20753464;27802593;140086;76058;1327166;
9200;21166001;21166001;47712556;115454;21210791;28303604;141812;77083;1334623;
9300;21631421;21631421;49062547;116839;21676657;29082464;143610;78058;1361041;
9400;22098650;22098650;49890590;118225;22144371;29548032;145300;78922;1373102;
9500;22569300;22569300;51145475;119610;22615552;30266922;146987;79797;1387389;
9600;23047289;23047289;52159942;120997;23094096;30836720;148681;80771;1402215;
9700;23528961;23528961;53220588;122384;23576351;31471155;150504;81757;1421000;
9800;24015200;24015200;54322836;123772;24063126;32097479;152211;82662;1435848;
9900;24512430;24512430;55469817;125159;24560909;32749623;154024;83564;1452787;
10000;25006399;25006399;56587004;126549;25055505;33396128;155844;84645;1468512;
