100;2586;2586;77609;599;2749;33765;644;388;27453;
200;10160;10160;46589;1400;10584;83989;1552;906;33948;
300;22759;22759;99546;2282;23474;125985;2576;1492;59947;
400;40334;40334;170143;3199;41380;210447;3666;2096;63034;
500;62965;62965;219647;4180;64374;273746;4793;2722;128283;
600;90588;90588;382336;5162;92318;401853;6005;3410;109678;
700;123127;123127;459019;6165;125225;475099;7204;4081;173998;
800;160641;160641;653784;7197;163130;574804;8437;4761;172525;
900;203307;203307;812907;8273;206195;727887;9702;5461;228888;
1000;250860;250860;1234418;9359;254175;1290638;10977;6170;363802;
1100;303343;303343;723650;10441;307021;650113;12275;6858;164200;
1200;360988;360988;786136;11526;365046;643997;13647;7633;149670;
1300;423493;423493;829281;12617;427973;696420;14933;8301;152288;
1400;490513;490513;1029451;13729;495406;802486;16338;9144;172615;
1500;563471;563471;1100006;14841;568816;898179;17707;9843;179844;
1600;640900;640900;1263818;15993;646674;1013164;19098;10593;203924;
1700;724196;724196;1413167;17166;730383;1122528;20467;11359;207418;
1800;811067;811067;1586664;18342;817740;1246390;21911;12154;236316;
1900;903668;903668;1774232;19532;910786;1385708;23313;12933;234944;
2000;1002233;1002233;1949721;20719;1009861;1514769;24769;13744;254231;
2100;1104264;1104264;2170766;21903;1112330;1695355;26154;14453;265258;
2200;1211965;1211965;2408872;23084;1220418;1822954;27634;15243;279157;
2300;1323984;1323984;2585513;24263;1332891;1966129;29008;16013;290677;
2400;1441723;1441723;2832999;25449;1451037;2147606;30448;16813;308261;
2500;1564129;1564129;3069686;26638;1573915;2305193;31944;17681;325652;
2600;1691196;1691196;3316181;27830;1701445;2474719;33516;18459;340842;
2700;1824724;1824724;3593838;29046;1835416;2679051;35009;19300;357297;
2800;1962893;1962893;3881740;30253;1974076;2855033;36503;20134;374183;
2900;2103867;2103867;4162716;31468;2115520;3037754;37950;20923;382303;
3000;2252717;2252717;4473669;32684;2264904;3228248;39472;21637;394980;
3100;2405865;2405865;4772307;33913;2418578;3463682;41047;22617;415307;
3200;2563379;2563379;5090266;35189;2576524;3657682;42446;23415;427045;
3300;2724937;2724937;5447633;36462;2738534;3882350;44147;24353;443949;
3400;2892997;2892997;5781207;37734;2907066;4135488;45758;25096;462865;
3500;3065103;3065103;6255133;39011;3079682;4484557;47176;26088;503342;
3600;3240913;3240913;6572774;40287;3256055;4614879;48768;26922;492232;
3700;3426919;3426919;6870448;41577;3442526;4834873;50279;27659;510245;
3800;3611849;3611849;7287410;42862;3627979;5138048;51795;28331;521071;
3900;3805372;3805372;7652810;44151;3822050;5359297;53429;29371;532054;
4000;4003789;4003789;8038402;45436;4021037;5638979;55100;30215;550974;
4100;4205769;4205769;8445524;46725;4223656;5894567;56566;31058;566989;
4200;4413170;4413170;8955849;48004;4431395;6237530;58121;31785;591011;
4300;4623966;4623966;9313164;49286;4642615;6455846;59775;32780;613147;
4400;4843261;4843261;9826162;50567;4862358;6827007;61403;33717;620703;
4500;5067023;5067023;10598756;51844;5086585;7326980;62972;34500;660576;
4600;5293182;5293182;10776762;53124;5313287;7409954;64598;35377;653132;
4700;5528613;5528613;11211658;54411;5549135;7699004;66042;36105;661278;
4800;5762645;5762645;11757453;55698;5783661;8079706;67812;37133;713097;
4900;6004660;6004660;12182013;56983;6026182;8304454;69356;37981;699464;
5000;6254638;6254638;12695666;58273;6276702;8663907;70890;38874;709070;
5100;6506912;6506912;13458747;59563;6529565;9115221;72679;39840;759450;
5200;6764119;6764119;13771425;60868;6787218;9360638;74342;40610;744043;
5300;7026553;7026553;14346101;62178;7050112;9684714;75832;41311;767783;
5400;7292844;7292844;14889593;63484;7316914;10040906;77575;42450;778489;
5500;7566728;7566728;15446161;64797;7591322;10402954;78970;43141;786977;
5600;7840022;7840022;16027472;66105;7865178;10773205;80937;44200;805312;
5700;8129516;8129516;16662891;67421;8155187;11180928;82479;44902;832917;
5800;8414951;8414951;17273427;68735;8441144;11572923;84179;46030;846467;
5900;8707761;8707761;17813249;70049;8734549;11928416;85544;46544;851367;
6000;9003755;9003755;18418874;71365;9031119;12335330;87403;47687;876346;
6100;9305938;9305938;19027874;72684;9333933;12680394;89120;48693;893431;
6200;9614408;9614408;19703377;74026;9642923;13157859;90779;49345;902681;
6300;9927920;9927920;20475654;75401;9956868;13628007;92469;50418;919193;
6400;10246768;10246768;21029188;76775;10276247;13954098;93941;51225;936513;
6500;10563131;10563131;21700330;78149;10593063;14384888;95585;52139;961114;
6600;10896416;10896416;22414519;79517;10926896;14841553;97228;53057;981655;
6700;11227984;11227984;23127824;80892;11258999;15323921;98966;54068;996031;
6800;11568719;11568719;24202570;82268;11600242;15999322;100849;54960;1010543;
6900;11904769;11904769;24919384;83646;11936868;16460959;102475;55877;1042192;
7000;12254196;12254196;25311238;85020;12286840;16647354;104096;56751;1049980;
7100;12611646;12611646;28135131;86400;12644916;18292034;105852;57644;1131889;
7200;12963091;12963091;28500123;87777;12996959;18559654;107347;58607;1113421;
7300;13329915;13329915;28260994;89161;13364274;18505370;109047;59429;1118036;
7400;13699277;13699277;28478454;90552;13734176;18639932;110787;60224;1109556;
7500;14066341;14066341;29177699;91938;14101781;19094126;112558;61216;1124170;
7600;14442598;14442598;30230673;93320;14478639;19709958;114369;62439;1148262;
7700;14833118;14833118;31186703;94709;14869795;20377187;115740;62865;1180993;
7800;15212152;15212152;31943662;96101;15249385;20875003;117821;64265;1205694;
7900;15603603;15603603;33968765;97486;15641442;21985627;119608;65005;1255623;
8000;16007468;16007468;33449798;98876;16045950;21760477;121015;65904;1217837;
8100;16406293;16406293;34151364;100262;16445433;22245670;122979;66914;1238784;
8200;16820536;16820536;35419754;101647;16860393;22963223;124693;68008;1265524;
8300;17230855;17230855;36853624;103035;17271066;23956762;126412;68809;1299608;
8400;17643950;17643950;36741608;104408;17684586;23892930;128092;69777;1293055;
8500;18069333;18069333;37831560;105786;18110421;24572578;130203;70768;1306744;
8600;18497479;18497479;38436961;107165;18539052;24853518;131279;71290;1323773;
8700;18929342;18929342;39624664;108546;18971482;25677414;132984;72381;1342429;
8800;19371776;19371776;40165035;109925;19414340;26087921;134780;73203;1342075;
8900;19806181;19806181;42625153;111307;19849249;27487760;136810;74364;1416536;
9000;20259214;20259214;43129840;112688;20302811;27752377;137913;74960;1398706;
9100;20705730;20705730;45060854;114071;20749892;29081109;140227;76187;1493480;
9200;21162644;21162644;44180062;115453;21207438;28519572;141860;77115;1430059;
9300;21631579;21631579;45164413;116836;21676813;29200351;143409;78056;1443909;
9400;22102462;22102462;46358756;118228;22148184;29899702;145161;78899;1449565;
9500;22567058;22567058;47093524;119609;22613311;30361034;146784;79525;1474886;
9600;23043754;23043754;48038162;120999;23090562;30857648;148687;80738;1488304;
9700;23528659;23528659;49072123;122384;23576048;31580653;150811;82122;1500654;
9800;24017642;24017642;57275781;123778;24065569;36788225;152341;82773;1737869;
9900;24509486;24509486;51123676;125161;24557966;32827316;153716;83623;1529532;
10000;25006972;25006972;52224980;126547;25056075;33577918;155787;84718;1561392;
