408;282;10631;;254;147;4640
898;600;17180;;590;306;8048
1403;937;25253;;821;408;9991
1935;1268;34434;;1021;535;12102
2432;1584;82896;;1312;700;15460
2945;1918;51460;;1471;720;99218
3468;2250;79733;;1851;929;74462
4035;2608;69315;;1921;1046;125561
4585;2948;206792;;1972;1002;59179
5166;3305;245806;;2188;1131;25257
5637;3612;268621;;2279;1157;26003
6172;3951;125548;;2507;1315;34952
6706;4301;299579;;2904;1486;32787
7280;4662;257038;;2915;1514;33058
7846;5007;252218;;3474;1832;168468
8379;5352;200897;;3782;1911;224589
8936;5695;328024;;4042;2041;120629
9502;6039;373239;;3931;1992;44372
10074;6392;461850;;4441;2234;125036
10611;6711;489814;;4174;2101;87089
11126;7035;286121;;4731;2412;178699
11764;7447;357383;;5007;2478;97285
12261;7754;473886;;4602;2310;50833
12838;8127;521650;;5417;2726;66463
13368;8462;674450;;5041;2585;57017
13901;8800;398616;;5206;2735;102843
14441;9136;573194;;5949;2911;166762
15067;9533;621148;;6361;3201;175169
15508;9796;625838;;6123;3142;178519
16169;10218;545738;;6188;3258;130408
16700;10548;625290;;6827;3380;122900
17293;10921;650989;;6974;3484;78166
17764;11219;487928;;6922;3484;219067
18373;11586;562462;;8093;3899;191617
19006;11989;448447;;7467;3652;161357
19592;12347;615455;;7940;4025;124584
20093;12644;818524;;7444;3766;151014
20581;12946;662492;;7743;3933;166756
21195;13323;790434;;8479;4221;201839
21859;13730;614264;;8599;4316;219539
22449;14094;722689;;8795;4378;227811
23004;14436;795781;;8368;4307;305179
23479;14729;887060;;8058;4379;97156
24074;15109;668911;;8552;4626;228149
24621;15448;740463;;9500;4685;135426
25183;15811;738476;;9452;4759;128401
25865;16228;722839;;10503;5068;173954
26315;16506;809182;;10165;4922;319036
26947;16890;774253;;10041;5031;262835
27517;17252;778205;;9807;5100;163050
28039;17573;848278;;10282;5112;154824
28432;17826;899692;;10760;5398;125555
29206;18332;778480;;10868;5463;133527
29761;18673;801794;;11696;5845;280899
30244;18966;741697;;11649;5764;129057
30755;19288;776986;;12135;5903;267296
31551;19774;788999;;11918;5987;207561
31951;20020;825589;;12120;6078;251926
32294;20239;887101;;12404;6111;264772
33122;20750;787479;;13470;6502;151737
33647;21082;1125967;;11903;6316;260952
34209;21436;1003164;;12973;6607;240360
34747;21796;930330;;12454;6411;181313
35195;22047;793317;;12750;6529;176726
36008;22573;936303;;12796;6860;202961
36389;22796;1080211;;13769;6957;304008
37141;23270;1033349;;13363;7031;213174
37596;23543;888929;;14271;7259;247234
38289;23981;866271;;14700;7398;365170
38898;24345;960456;;15191;7207;340197
39316;24586;868277;;15157;7504;213025
39914;24972;1012842;;15412;7469;394599
40632;25413;1087752;;15124;7509;360848
41157;25740;1095514;;15977;7678;255326
41630;26022;1073609;;15503;7889;243383
42119;26323;969421;;14563;7648;245299
42866;26783;1100910;;15840;8046;204621
43395;27111;1010546;;15209;7942;233391
43959;27458;1136401;;16371;8417;224245
44484;27775;1171663;;16515;8384;229883
45123;28157;1118340;;16500;8231;211307
45655;28498;985846;;17957;8628;212028
46409;28974;1086097;;17651;8671;228479
46912;29282;1108625;;16815;8847;340881
47335;29530;980958;;17825;8911;366192
47964;29942;1133406;;16720;8675;220577
48283;30121;1171004;;17290;9123;196943
48974;30545;1109490;;17567;8955;349992
49816;31064;1256821;;18431;9185;229758
50356;31412;992015;;18541;9336;258298
50764;31661;1250859;;17882;9405;261885
51622;32188;1021248;;19109;9329;265386
52067;32473;1037411;;19410;9476;299276
52574;32771;1025534;;18391;9453;375193
53338;33263;1111479;;19029;9972;401770
53721;33476;1278189;;19701;9629;216331
54216;33779;1502648;;19764;10142;248910
54930;34226;1042739;;19951;10445;309783
55481;34572;1382464;;19337;10070;324742
55934;34839;1212611;;21243;10460;319170
