100;;408;280;8941;;283;161;4426
200;;915;607;16812;;472;257;8195
300;;1425;946;27207;;932;484;51359
400;;1930;1260;115299;;932;471;11027
500;;2460;1596;44124;;1157;599;14113
600;;2971;1926;52311;;1459;705;17231
700;;3504;2268;95933;;1350;646;91479
800;;4044;2601;149379;;1849;1040;31207
900;;4599;2947;78574;;1863;953;21577
1000;;5151;3283;86452;;2507;1271;28547
1100;;5689;3637;95307;;2807;1385;51548
1200;;6182;3948;173951;;2886;1499;151615
1300;;6787;4344;114900;;2725;1403;32072
1400;;7320;4679;189109;;2824;1442;32560
1500;;7869;5015;221343;;2940;1463;33893
1600;;8401;5355;214757;;3821;1968;77359
1700;;8955;5689;385229;;3616;1722;39577
1800;;9558;6065;236988;;4166;2109;46000
1900;;10071;6383;306938;;4369;2217;51105
2000;;10672;6741;194468;;4293;2156;52857
2100;;11201;7089;314173;;4158;2070;46892
2200;;11760;7430;356103;;5073;2505;55962
2300;;12261;7746;289571;;4648;2359;52001
2400;;12854;8120;255515;;5422;2783;61416
2500;;13389;8460;249971;;5613;2908;62904
2600;;13884;8772;225498;;5450;2731;60176
2700;;14471;9146;316976;;5913;2966;65234
2800;;15041;9504;246727;;5910;2948;67422
2900;;15552;9813;328914;;6555;3289;90906
3000;;16171;10208;304534;;6483;3246;73227
3100;;16776;10590;271069;;6180;3106;176372
3200;;17272;10901;342937;;6428;3213;77972
3300;;17849;11257;431357;;7569;3877;86159
3400;;18427;11611;328053;;7215;3736;81205
3500;;18981;11951;388465;;6922;3342;76160
3600;;19520;12284;410229;;7963;4100;89927
3700;;20119;12647;423496;;7271;3535;183764
3800;;20753;13052;376498;;8107;4249;93138
3900;;21279;13362;496116;;7968;3684;86049
4000;;21860;13709;451532;;8686;4475;189155
4100;;22403;14052;507476;;8491;4390;121089
4200;;22972;14420;472248;;8260;3967;90767
4300;;23493;14734;418538;;8983;4506;100477
4400;;24080;15092;393016;;9545;5078;188691
4500;;24607;15433;435582;;9515;4725;107626
4600;;25193;15790;530227;;9561;4909;148486
4700;;25715;16116;472284;;10100;5130;113765
4800;;26325;16488;452507;;10768;5754;162354
4900;;26924;16863;487107;;9673;4761;106252
5000;;27558;17266;572519;;10371;5029;112466
5100;;28053;17577;453884;;10032;4959;224263
5200;;28524;17864;699317;;11527;5871;159652
5300;;29140;18271;494425;;10766;5422;120373
5400;;29775;18661;496051;;10994;5308;121019
5500;;30244;18959;826604;;11492;6021;167139
5600;;30905;19365;496510;;11827;6004;133663
5700;;31598;19807;510138;;11801;6006;181098
5800;;31969;20024;608290;;12206;6045;233540
5900;;32593;20414;779418;;12556;6306;141397
6000;;33244;20820;587491;;12242;5920;136802
6100;;33786;21163;671341;;13006;6539;247493
6200;;34288;21471;653922;;13781;7062;332229
6300;;34810;21805;676195;;14112;7646;179025
6400;;35341;22140;686007;;13280;6745;230042
6500;;35903;22491;645407;;13479;6699;148497
6600;;36560;22907;614419;;13172;6560;145128
6700;;37071;23216;698011;;13225;6506;148627
6800;;37698;23599;787977;;14229;7376;161967
6900;;38180;23898;747345;;13600;6591;155352
7000;;38763;24245;619219;;15098;7676;246296
7100;;39355;24611;682691;;15193;7642;173038
7200;;39931;24966;924540;;14897;7603;168182
7300;;40525;25331;707374;;14159;6882;193976
7400;;41150;25712;707628;;15213;7684;231356
7500;;41751;26093;754665;;14786;7176;164988
7600;;42267;26417;721097;;16335;8677;185640
7700;;42718;26675;797074;;16102;7813;178150
7800;;43266;27011;850111;;16245;8310;212837
7900;;43841;27365;702072;;16792;8505;190991
8000;;44440;27728;826878;;16492;8249;195046
8100;;45193;28191;749928;;16431;8092;286580
8200;;45796;28574;837496;;17521;8848;284111
8300;;46309;28893;788534;;17852;9165;204011
8400;;46705;29123;817335;;17002;8193;281884
8500;;47475;29606;1088949;;17292;8422;286417
8600;;47716;29746;996937;;17650;8892;222987
8700;;48589;30307;949089;;17410;8740;197580
8800;;49047;30579;950840;;18884;9848;217466
8900;;49661;30964;884015;;18316;9151;206540
9000;;50256;31324;1088692;;18556;9313;206661
9100;;50958;31766;842262;;18864;9757;244631
9200;;51288;31949;906803;;19354;9957;216651
9300;;52020;32418;863122;;19393;9857;329084
9400;;52578;32765;956662;;18922;9311;215082
9500;;53178;33130;957771;;19479;9697;228694
9600;;53740;33482;998746;;18725;9155;208283
9700;;54215;33775;1005985;;21127;11415;325543
9800;;54910;34200;1086274;;19676;9424;254736
9900;;55471;34526;963272;;20053;10135;294009
10000;;55983;34851;898575;;21107;10982;344309
