100;;415;284;9266;;306;160;4176
200;;920;610;89794;;660;346;7952
300;;1398;925;25685;;957;488;11242
400;;1919;1253;35021;;1317;686;51749
500;;2451;1591;43556;;1677;870;19536
600;;2959;1921;51925;;1946;973;68983
700;;3519;2281;94043;;2346;1191;26888
800;;4052;2613;68978;;2628;1331;29999
900;;4636;2981;263850;;3026;1535;34261
1000;;5161;3294;118654;;3337;1663;77275
1100;;5644;3605;137306;;3580;1815;138717
1200;;6135;3923;129429;;4010;1980;44446
1300;;6738;4308;115200;;4265;2186;48900
1400;;7263;4643;121656;;4805;2501;54637
1500;;7839;4995;274857;;4890;2419;55152
1600;;8355;5324;165809;;5117;2586;58895
1700;;8963;5696;149084;;5488;2798;61973
1800;;9516;6037;184728;;6213;3230;90220
1900;;10033;6349;205632;;6321;3296;148157
2000;;10628;6712;175556;;7110;3629;79360
2100;;11148;7044;206518;;7202;3556;78768
2200;;11732;7412;402811;;7310;3691;173824
2300;;12320;7787;296798;;7359;3768;94823
2400;;12821;8096;332792;;7920;3991;89271
2500;;13439;8489;332847;;8462;4464;151349
2600;;13874;8777;305499;;8730;4388;97327
2700;;14518;9176;236766;;8536;4365;136835
2800;;15081;9534;315679;;9135;4733;248559
2900;;15569;9831;333845;;10190;5331;275496
3000;;16155;10202;286274;;10035;5221;114559
3100;;16702;10534;308949;;10364;5097;113517
3200;;17141;10806;390793;;11036;5327;119671
3300;;17872;11269;387445;;11169;5627;124020
3400;;18425;11611;301493;;11435;5585;126166
3500;;19002;11959;347547;;11787;5686;131383
3600;;19594;12331;413080;;12003;6056;246483
3700;;20124;12657;419268;;12472;6154;136954
3800;;20777;13067;458155;;12821;6287;149952
3900;;21403;13446;535385;;13227;6548;144388
4000;;21659;13578;379626;;13563;7051;411678
4100;;22370;14035;441440;;13535;6671;149603
4200;;23088;14495;421118;;14779;7617;163129
4300;;23547;14768;495727;;13908;6840;260187
4400;;24089;15106;506440;;14631;7529;244880
4500;;24727;15497;442301;;15153;7559;192670
4600;;25146;15770;487229;;16051;8123;237006
4700;;25819;16181;446880;;15719;7919;174949
4800;;26245;16444;467388;;16363;7960;221910
4900;;26854;16812;485867;;16360;8304;238113
5000;;27479;17207;487447;;16694;8304;206839
5100;;28133;17630;567348;;16433;8277;184428
5200;;28619;17939;597394;;17596;8794;230376
5300;;29180;18282;470469;;17832;8697;197174
5400;;29739;18635;653300;;18259;9360;295547
5500;;30311;18994;549109;;18468;9076;207026
5600;;30888;19350;562636;;20133;9985;221305
5700;;31384;19666;625564;;18637;9330;207955
5800;;32100;20119;679311;;19238;9420;211229
5900;;32412;20292;644865;;20629;10436;413746
6000;;33060;20696;681176;;19986;9670;219260
6100;;33616;21045;640821;;20509;10042;229977
6200;;34328;21508;668361;;20424;10020;264361
6300;;34881;21853;639333;;21867;11426;256638
6400;;35394;22169;757150;;21879;11132;329438
6500;;35959;22528;604681;;22502;11144;291816
6600;;36560;22898;785925;;21647;11055;317099
6700;;37082;23221;690709;;23490;11883;289941
6800;;37831;23689;610320;;23635;12211;263708
6900;;38286;23960;768894;;23188;11714;258178
7000;;38887;24331;720573;;23907;12325;269742
7100;;39372;24621;724255;;23907;11826;264701
7200;;39832;24903;640958;;23307;11416;257906
7300;;40560;25341;850797;;24149;11995;380907
7400;;41081;25668;710022;;23813;11713;307522
7500;;41663;26020;833752;;24934;12786;338317
7600;;42135;26312;714007;;25578;12809;327236
7700;;42465;26524;718940;;26542;13446;294725
7800;;43497;27163;852502;;26568;13522;301186
7900;;44031;27486;719350;;26755;13650;399435
8000;;44399;27705;869625;;26899;13684;306853
8100;;45100;28145;774338;;27996;13350;300596
8200;;45588;28441;798021;;26553;12859;299346
8300;;46131;28776;922312;;28097;14041;400007
8400;;46916;29262;884386;;28426;14907;408493
8500;;47405;29573;1265932;;28553;14304;577670
8600;;48021;29949;877120;;28138;14816;335886
8700;;48388;30178;927836;;31322;15692;527156
8800;;49273;30730;976134;;29233;14132;362661
8900;;49766;31032;834662;;30217;15400;333659
9000;;50280;31334;1046476;;29294;14305;360839
9100;;50672;31580;922849;;30828;16280;355568
9200;;51405;32045;951740;;30312;15327;494199
9300;;51611;32162;824165;;32458;16614;433433
9400;;52576;32762;951039;;31605;15064;345687
9500;;53196;33141;999766;;31807;16315;469709
9600;;53792;33512;908659;;31913;15578;384446
9700;;54391;33862;982389;;33669;17237;420964
9800;;54734;34079;988230;;31193;15604;350640
9900;;55497;34559;933583;;33596;16851;439328
10000;;56185;34974;957269;;33491;17080;397492
