407;281;11154;;296;163;5376
906;602;16594;;676;351;8408
1402;933;25642;;894;472;14956
1946;1275;87335;;1263;643;15578
2459;1602;82663;;1573;819;18506
2965;1932;190696;;1949;1044;23626
3501;2278;60829;;2246;1165;178391
4038;2607;69273;;2807;1434;137638
4582;2944;226160;;3022;1487;33375
5187;3321;275939;;3318;1608;61563
5683;3639;243501;;3666;1826;96224
6211;3974;333205;;4091;2085;69200
6766;4340;183724;;4229;2186;82658
7336;4697;357209;;4992;2511;55203
7779;4960;284807;;4928;2520;265537
8364;5335;374653;;5496;2686;120223
8973;5711;344044;;5813;3038;166997
9490;6029;436647;;5899;2852;97127
10043;6370;303477;;6534;3372;230955
10662;6746;453128;;6704;3446;75179
11226;7104;366795;;7045;3584;266763
11740;7429;439004;;6967;3393;163003
12244;7746;434425;;7723;3899;210668
12858;8135;428077;;7771;3805;266272
13430;8502;528129;;8205;4148;227362
13901;8789;505760;;9013;4492;175032
14514;9186;673784;;9246;4786;148355
15061;9521;388612;;9462;4623;237522
15612;9871;693428;;9739;4746;129006
16162;10214;752981;;10448;5327;292982
16755;10586;434755;;10423;5423;170810
17280;10917;350397;;10498;5324;248675
17820;11253;633696;;11131;5551;204116
18375;11595;742625;;11210;5405;406111
19012;11983;866014;;11451;5880;169669
19603;12348;605936;;12385;6297;225022
20143;12681;578596;;12038;6293;205015
20677;13000;474056;;12696;6120;441487
21291;13379;703741;;13069;6366;206563
21807;13700;958241;;13619;7236;223067
22362;14032;644308;;13135;6402;278230
22949;14406;814055;;14094;7246;268794
23496;14741;636427;;13578;6778;307811
24129;15152;783720;;14894;7416;165465
24687;15491;612630;;14778;7529;425077
25265;15864;653910;;15723;7890;292971
25771;16170;695873;;16013;7867;535946
26360;16527;699766;;16037;7941;275485
26818;16818;804479;;16286;7961;181520
27422;17177;750228;;16905;8773;428028
28076;17593;950571;;16816;8439;304402
28560;17908;798316;;18381;9563;401436
29135;18270;969472;;18596;8881;226578
29760;18675;634865;;18186;9375;388257
30372;19049;729792;;19314;9522;417278
30782;19310;843481;;18758;9891;319089
30829;19314;910677;;18655;8857;398998
31959;20037;637246;;19055;9459;513191
32509;20368;669619;;20103;10276;332661
33190;20794;799175;;20219;10187;369224
33674;21101;952396;;20486;10491;276683
34304;21502;928141;;20765;11434;243320
34800;21816;887769;;21806;10854;284902
35416;22197;828459;;20902;10582;373409
35898;22501;992402;;22147;10898;284073
36490;22864;808039;;22643;11233;306907
37053;23215;1026820;;22666;11251;412647
37537;23502;718235;;22493;11099;438594
38224;23933;1058900;;22814;11034;271524
38870;24327;1239456;;23665;11827;300372
39412;24663;868940;;22607;11164;387688
39931;24978;887953;;24781;12313;318973
40560;25373;813842;;24211;11890;478583
41242;25782;887732;;24544;12036;412057
41738;26086;865235;;26581;12799;428075
42201;26381;1005791;;25253;12138;511466
42744;26707;1175877;;25256;12860;313342
43324;27075;1285914;;24462;12134;396937
44105;27551;1053198;;26734;13537;532026
44643;27892;981940;;25769;12535;290790
44915;28031;827681;;26890;13150;411637
45625;28490;934442;;28103;13632;483332
46282;28900;1153323;;28011;13919;504188
46973;29327;952076;;28755;14724;559026
47386;29572;1173700;;27964;14786;441951
47833;29846;1196420;;27714;13745;348636
48563;30304;1260088;;29632;14744;451892
49138;30650;1193383;;29275;14822;368727
49534;30887;1207190;;30699;15464;340677
50291;31370;1398573;;29554;14864;359739
50987;31795;1068700;;31141;15352;388978
51482;32125;1143063;;31548;15744;369903
52057;32466;1105754;;29356;15405;503049
52731;32884;1249380;;30622;15373;371847
53188;33151;1131524;;33392;17215;498517
53725;33483;1190638;;32415;16271;522081
54085;33687;1357568;;33522;16407;371986
55111;34345;1208878;;32648;16512;420976
55528;34587;1263678;;33182;16680;440394
56031;34895;1265065;;33246;16148;466912
